9	4
12	5
16	3
17	1
30	2
34	18
63	3
86	12
88	4
146	204
168	4
172	28
190	4
194	5
195	35
199	4
205	8
225	107
227	4
232	4
239	3
245	10
246	1
256	61
260	35
265	10
266	2
267	5
268	47
269	8
271	15
286	5
288	32
291	8
292	3
293	13
294	19
295	47
296	5
298	6
299	4
300	27
308	4
312	3
315	4
317	3
320	1
321	2
323	1
324	1
325	2
326	1
327	1
328	1
329	1
330	2
331	1
332	2
333	24
334	1
335	1
347	4
353	7
365	10
366	10
370	4
382	2
406	9
412	9
421	2
434	2
444	4
448	13
449	7
450	7
452	2
454	4
456	10
457	4
458	14
461	1
462	1
465	5
468	2
471	4
484	4
490	110
492	4
497	17
504	5
505	4
506	7
507	4
509	8
516	3
517	4
523	2
527	9
535	3
560	5
568	20
576	2
587	8
598	4
604	4
609	4
627	3
633	68
638	5
639	4
659	4
666	2
693	2
697	3
701	2
726	8
727	5
766	10
786	4
817	9
830	5
832	5
844	5
845	3
846	201
848	4
851	1
855	12
861	4
880	4
881	3
884	7
887	14
890	3
892	12
893	3
900	44
942	10
954	4
955	3
956	4
958	6
969	5
972	2
996	3
1004	3
1022	6
1031	4
1046	2
1054	3
1067	2
1071	16
1073	4
1076	7
1086	4
1113	4
1122	1
1132	2
1141	4
1156	1
1162	9
1163	3
1168	5
1183	48
1207	3
1222	2
1228	3
1230	6
1231	5
1248	17
1253	2
1262	3
1264	13
1267	3
1270	5
1273	5
1277	4
1284	3
1290	5
1300	4
1303	2
1332	2
1333	3
1343	4
1351	3
1352	4
1355	11
1359	5
1361	5
1370	8
1374	9
1379	1
1385	2
1406	2
1412	11
1424	5
1428	28
1437	3
1445	3
1447	1
1452	5
1455	2
1476	10
1489	2
1500	6
1502	3
1508	5
1522	10
1527	3
1528	4
1536	10
1554	3
1555	4
1565	3
1567	3
1589	1
1592	5
1610	3
1613	3
1623	3
1628	13
1631	48
1640	14
1641	5
1648	4
1649	3
1674	1
1689	3
1700	6
1701	3
1709	2
1711	5
1714	5
1721	2
1728	4
1747	4
1748	4
1752	4
1754	6
1762	3
1769	5
1782	9
1792	4
1793	4
1795	2
1797	3
1811	4
1840	5
1851	5
1859	5
1865	223
1883	4
1889	2
1891	1
1892	10
1896	5
1909	4
1917	5
1934	2
1947	4
1949	4
1951	4
1955	5
1958	5
1966	11
1968	4
1973	1
1979	5
1980	16
2000	9
2004	3
2033	2
2052	5
2063	3
2091	10
2106	19
2113	2
2115	2
2116	10
2124	3
2128	3
2133	2
2150	2
2153	4
2160	18
2162	15
2171	4
2172	3
2173	5
2177	12
2182	5
2183	31
2185	1
2186	4
2187	38
2196	4
2207	1
2234	2
2238	4
2252	5
2253	4
2258	5
2268	5
2274	1
2276	4
2289	5
2298	13
2300	4
2301	3
2302	5
2306	13
2308	4
2310	5
2312	9
2316	6
2317	5
2333	5
2337	4
2356	5
2358	5
2362	107
2378	9
2380	1
2384	4
2395	5
2401	4
2438	5
2448	9
2453	150
2465	4
2468	7
2472	15
2475	4
2476	5
2478	5
2485	2
2488	4
2492	3
2499	37
2504	20
2511	4
2517	5
2529	5
2532	24
2533	2
2535	10
2566	4
2582	17
2600	5
2607	5
2611	5
2615	2
2617	1
2626	4
2631	5
2632	5
2637	1
2638	3
2646	4
2650	27
2664	115
2673	4
2688	2
2697	4
2704	5
2713	4
2714	4
2717	3
2726	4
2737	4
2743	7
2752	4
2757	4
2766	3
2772	18
2774	9
2775	15
2777	4
2787	28
2792	5
2795	4
2796	3
2804	8
2805	6
2806	13
2813	7
2815	8
2816	8
2826	8
2830	7
2841	4
2845	4
2848	4
2855	4
2879	3
2886	4
2895	7
2901	2
2911	5
2914	3
2915	3
2942	1
2947	4
2966	5
2976	4
2980	43
2989	24
2995	5
3002	14
3004	2
3013	22
3014	5
3021	4
3029	4
3034	5
3035	5
3051	5
3059	4
3063	5
3066	4
3074	37
3083	4
3084	9
3090	5
3095	5
3098	5
3104	9
3107	2
3116	5
3117	5
3121	33
3125	2
3126	4
3163	2
3166	10
3185	3
3192	8
3194	3
3198	4
3206	4
3210	6
3211	1
3212	4
3234	1
3243	7
3244	3
3245	2
3249	4
3254	8
3256	5
3258	4
3262	14
3263	5
3270	4
3271	11
3280	5
3295	2
3301	7
3322	4
3331	21
3332	8
3341	60
3344	4
3368	2
3373	5
3380	22
3382	4
3386	10
3402	3
3404	9
3414	4
3419	5
3420	4
3431	17
3433	3
3436	3
3437	6
3441	5
3442	5
3455	5
3479	4
3481	8
3499	3
3502	4
3503	5
3506	4
3514	4
3526	8
3531	2
3547	11
3572	2
3576	4
3582	13
3591	4
3592	2
3593	3
3602	7
3604	4
3608	4
3612	9
3616	5
3623	2
3624	114
3628	5
3631	3
3637	25
3657	5
3659	7
3661	2
3665	10
3668	5
3676	14
3684	4
3687	2
3688	3
3691	9
3694	3
3703	3
3706	4
3716	4
3717	51
3718	22
3722	4
3731	2
3732	4
3733	3
3736	12
3749	2
3757	5
3761	3
3767	4
3768	2
3770	17
3773	5
3775	2
3782	4
3783	4
3784	2
3785	2
3817	3
3819	4
3820	5
3822	4
3830	2
3838	5
3864	4
3865	1
3873	2
3875	5
3895	2
3904	34
3905	5
3910	207
3931	1
3937	4
3938	15
3944	2
3949	3
3950	61
3956	23
3957	4
3958	4
3959	4
3962	7
3975	5
3981	13
3985	4
3990	5
4001	4
4009	2
4010	9
4012	2
4018	8
4035	2
4036	50
4045	5
4047	2
4052	4
4061	6
4083	7
4104	4
4120	3
4121	8
4139	3
4141	11
4142	4
4161	215
4163	4
4184	24
4185	4
4187	4
4189	7
4190	5
4191	4
4196	5
4199	4
4244	6
4248	1
4253	3
4256	122
4263	3
4274	5
4276	4
4286	5
4315	2
4330	3
4332	3
4343	6
4349	4
4350	5
4371	2
4377	10
4387	1
4394	4
4395	4
4410	20
4412	3
4413	1
4420	3
4439	4
4466	4
4469	2
4470	3
4487	4
4496	5
4506	2
4508	3
4511	11
4529	3
4537	6
4560	67
4561	1
4563	1
4565	14
4569	1
4572	12
4574	4
4575	9
4577	5
4599	2
4604	7
4609	4
4613	2
4614	1
4626	4
4629	2
4634	2
4635	4
4653	3
4657	3
4658	8
4678	8
4682	23
4683	19
4685	3
4686	4
4741	11
4778	8
4788	17
4789	6
4790	4
4792	7
4799	4
4815	4
4838	2
4843	175
4851	23
4862	5
4864	2
4878	4
4883	9
4895	7
4922	5
4925	2
4948	2
4957	5
4958	3
4962	10
4964	3
4972	3
4978	3
4981	1
4998	118
5001	2
5009	3
5020	4
5025	4
5028	12
5032	2
5035	4
5044	5
5051	12
5054	9
5078	4
5080	13
5081	3
5094	3
5121	4
5150	5
5151	2
5154	8
5155	8
5166	5
5167	5
5172	3
5173	3
5178	4
5180	3
5182	2
5185	7
5199	35
5202	2
5207	7
5216	11
5219	9
5226	4
5232	4
5236	8
5239	4
5252	3
5268	12
5271	68
5272	2
5273	103
5275	9
5283	1
5302	12
5304	5
5305	10
5308	3
5311	5
5331	22
5340	5
5348	5
5362	5
5363	11
5370	4
5374	5
5393	2
5426	54
5430	10
5433	30
5434	5
5439	25
5458	5
5468	4
5485	4
5497	13
5502	2
5506	4
5512	4
5536	5
5557	3
5564	5
5589	13
5594	231
5622	2
5635	4
5640	5
5649	6
5655	5
5659	4
5667	3
5674	8
5686	27
5687	4
5701	2
5702	18
5722	2
5732	10
5743	4
5767	2
5771	5
5783	4
5792	10
5799	3
5829	3
5831	3
5915	4
5923	4
5929	15
5935	4
5942	5
5957	2
5958	4
5964	3
5966	4
5968	2
5980	11
5990	5
5992	6
6002	4
6037	10
6041	5
6051	7
6063	4
6075	5
6080	3
6086	10
6098	5
6101	17
6105	4
6107	1
6109	36
6117	8
6127	4
6129	19
6130	13
6131	18
6141	89
6142	10
6152	20
6156	4
6176	6
6199	4
6211	4
6214	4
6219	16
6226	4
6231	3
6236	4
6239	16
6240	5
6251	2
6252	3
6253	11
6254	11
6267	5
6280	2
6283	1
6287	2
6288	12
6291	9
6293	3
6303	4
6306	3
6314	5
6319	7
6324	2
6358	3
6360	3
6369	3
6375	38
6376	108
6383	5
6387	5
6391	4
6397	10
6401	22
6402	3
6417	3
6428	3
6429	2
6432	5
6440	5
6446	5
6448	3
6453	4
6457	5
6473	9
6475	4
6477	10
6481	3
6490	4
6502	5
6503	5
6504	3
6511	10
6516	9
6519	60
6521	1
6535	8
6536	7
6537	3
6541	3
6551	5
6557	3
6562	3
6563	3
6572	4
6576	2
6586	4
6591	3
6600	4
6608	12
6609	11
6610	8
6612	29
6613	10
6615	8
6618	12
6634	8
6640	22
6641	16
6642	20
6643	23
6644	26
6658	3
6660	31
6675	5
6679	4
6697	4
6699	5
6720	5
6728	3
6731	1
6758	20
6761	4
6775	3
6803	2
6804	2
6820	2
6829	2
6831	5
6837	11
6841	3
6843	8
6847	18
6849	2
6867	4
6868	3
6869	3
6872	5
6876	1
6880	3
6886	5
6888	5
6890	2
6892	4
6899	12
6902	32
6906	14
6907	18
6909	3
6911	37
6914	5
6927	5
6928	16
6933	5
6944	4
6947	5
6949	4
6960	109
6968	223
6993	4
7003	4
7006	10
7007	5
7008	3
7009	8
7010	11
7011	4
7024	4
7027	10
7028	8
7029	2
7031	5
7036	3
7047	4
7052	6
7064	4
7067	4
7068	5
7069	5
7070	8
7075	2
7083	4
7084	46
7089	4
7097	11
7098	10
7106	1
7108	4
7114	22
7115	5
7130	3
7134	3
7141	10
7149	4
7152	20
7162	3
7165	33
7185	30
7186	51
7202	5
7214	4
7216	3
7229	4
7231	8
7235	4
7251	5
7257	3
7266	6
7279	162
7285	1
7286	17
7287	2
7295	3
7297	64
7300	17
7305	1
7306	40
7316	3
7326	8
7328	2
7353	3
7361	37
7362	9
7366	20
7367	47
7368	21
7372	16
7383	4
7394	4
7398	7
7422	4
7432	7
7433	1
7442	8
7444	5
7446	1
7451	10
7452	4
7463	75
7466	4
7474	2
7487	5
7488	4
7489	5
7492	2
7493	5
7504	25
7506	5
7512	26
7514	15
7515	11
7519	25
7524	4
7539	15
7551	15
7563	4
7566	1
7567	5
7573	2
7579	8
7616	17
7617	8
7619	4
7620	37
7633	5
7645	4
7689	5
7692	11
7717	5
7752	2
7763	4
7764	3
7765	3
7768	3
7803	12
7804	4
7812	3
7832	32
7837	5
7844	3
7855	3
7864	5
7866	21
7879	2
7895	9
7919	4
7920	2
7927	5
7932	1
7933	2
7934	2
7938	3
7939	8
7941	4
7974	4
7977	182
7990	118
7993	5
8003	4
8007	8
8013	15
8032	4
8034	5
8038	9
8048	5
8053	5
8054	2
8055	3
8059	4
8063	9
8064	2
8079	4
8095	4
8096	2
8114	8
8115	3
8120	4
8131	4
8134	4
8140	3
8163	3
8164	3
8171	4
8174	5
8184	9
8190	5
8199	5
8224	3
8227	4
8236	5
8239	5
8242	4
8282	5
8304	4
8313	225
8352	5
8411	1
8418	3
8429	3
8435	2
8444	5
8452	3
8468	3
8495	1
8536	12
8541	3
8544	4
8547	2
8558	7
8568	8
8576	2
8583	4
8602	1
8611	4
8615	5
8618	4
8621	5
8631	5
8649	4
8653	8
8661	2
8672	24
8677	5
8689	15
8723	6
8759	3
8772	12
8780	9
8791	4
8836	5
8868	5
8871	4
8874	2
8888	1
8904	4
8910	10
8924	5
8951	2
8955	5
8989	8
9044	32
9063	2
9096	106
9110	4
9133	2
9144	14
9145	14
9146	3
9166	3
9167	3
9183	5
9201	3
9212	2
9258	5
9269	4
9277	5
9282	4
9283	9
9288	7
9300	114
9305	5
9306	4
9325	2
9329	42
9337	5
9347	3
9372	3
9373	6
9376	4
9391	5
9404	5
9412	1
9416	18
9426	3
9439	2
9478	5
9490	6
9491	3
9533	1
9564	7
9573	5
9581	7
9595	4
9613	5
9653	2
9654	3
9673	5
9694	9
9697	2
9700	4
9706	4
9717	4
9724	4
9725	4
9728	5
9731	5
9735	4
9743	28
9746	3
9777	22
9797	3
9803	19
9807	23
9817	3
9818	4
9825	13
9857	1
9875	3
9878	17
9885	3
9887	7
9908	5
9910	4
9947	144
9950	1
9963	5
9982	3
10007	9
10016	1
10056	4
10058	5
10102	5
10107	1
10134	13
10138	7
10153	4
10161	11
10167	26
10204	4
10213	5
10237	2
10242	2
10244	4
10251	2
10255	1
10280	10
10281	2
10282	4
10297	2
10303	3
10349	8
10369	4
10373	4
10377	6
10379	3
10381	3
10382	5
10386	5
10400	4
10402	5
10422	3
10424	5
10463	10
10493	4
10496	5
10504	5
10542	2
10566	3
10586	115
10609	3
10628	4
10634	5
10635	1
10644	4
10650	3
10661	10
10715	2
10717	4
10730	2
10732	2
10744	8
10745	1
10746	6
10753	5
10759	7
10783	5
10804	4
10805	3
10852	1
10860	2
10871	3
10881	20
10883	9
10891	5
10926	3
10937	5
10941	6
10956	1
10964	4
10965	4
10970	4
10971	17
10972	3
10980	11
10986	4
10998	114
11005	7
11014	2
11042	5
11043	4
11055	5
11075	5
11093	3
11103	14
11133	5
11135	4
11200	2
11207	2
11215	4
11216	8
11248	5
11272	6
11278	9
11305	1
11309	4
11310	116
11314	3
11332	4
11359	4
11370	11
11381	3
11390	21
11400	10
11406	5
11419	4
11420	1
11421	5
11424	5
11442	13
11499	8
11511	4
11521	13
11522	4
11523	4
11586	11
11589	5
11615	3
11620	5
11626	13
11668	4
11676	4
11683	4
11692	5
11743	17
11747	5
11753	4
11762	9
11765	9
11767	16
11769	9
11773	7
11776	2
11780	2
11825	9
11837	7
11873	3
11883	4
11902	3
11911	10
11940	4
11947	4
11954	2
11977	16
11979	4
11980	4
11995	11
12007	5
12009	3
12039	2
12041	4
12118	5
12156	3
12162	3
12178	11
12197	3
12200	3
12204	3
12229	5
12233	5
12237	4
12255	4
12266	2
12272	5
12313	9
12318	5
12319	3
12337	5
12358	13
12366	5
12368	7
12373	2
12376	9
12383	6
12397	4
12415	2
12427	2
12433	2
12447	5
12451	5
12455	4
12456	5
12466	6
12502	4
12519	3
12532	9
12535	9
12537	4
12551	4
12555	3
12559	33
12588	3
12600	4
12627	6
12633	6
12634	4
12639	4
12642	5
12648	5
12665	14
12695	4
12705	7
12708	5
12711	4
12719	3
12732	4
12735	2
12743	4
12750	3
12764	4
12801	3
12825	4
12868	13
12880	14
12882	4
12917	23
12922	8
12943	5
12973	4
12974	28
12987	4
13030	3
13031	2
13034	4
13059	5
13067	2
13078	5
13107	3
13108	5
13111	9
13117	3
13134	14
13182	4
13201	3
13212	2
13231	5
13243	3
13324	3
13349	3
13351	3
13356	5
13358	8
13371	4
13388	4
13426	9
13454	8
13467	6
13476	4
13482	3
13483	5
13485	8
13501	2
13527	4
13534	4
13540	2
13541	5
13545	10
13548	86
13563	23
13569	4
13571	5
13575	5
13576	7
13582	3
13593	2
13618	167
13619	3
13620	3
13636	4
13637	5
13662	2
13678	3
13680	2
13697	4
13709	7
13713	4
13730	5
13735	4
13753	130
13790	4
13798	5
13807	5
13872	3
13881	11
13906	3
13935	4
13948	4
13991	2
14001	2
14003	2
14042	5
14047	5
14067	3
14072	1
14073	5
14076	42
14085	3
14096	2
14113	4
14141	1
14168	11
14203	2
14228	3
14235	2
14242	3
14264	10
14280	5
14293	4
14303	5
14313	2
14325	4
14328	2
14329	3
14373	3
14386	4
14390	5
14393	3
14418	112
14437	4
14444	8
14491	5
14493	3
14526	4
14562	5
14569	4
14614	4
14628	12
14637	16
14653	4
14693	5
14704	6
14709	6
14728	6
14736	9
14750	17
14759	3
14791	7
14806	7
14831	3
14838	5
14841	18
14891	3
14945	4
14946	2
14952	5
14987	3
14990	5
15015	12
15035	1
15043	57
15056	35
15067	4
15090	8
15142	2
15155	5
15166	3
15185	9
15200	102
15277	26
15296	6
15334	2
15345	4
15347	28
15385	3
15407	1
15447	3
15459	4
15465	2
15503	9
15533	7
15538	5
15556	19
15558	1
15577	3
15580	22
15596	5
15607	5
15626	3
15632	6
15647	5
15648	4
15671	6
15672	17
15694	5
15697	2
15700	5
15702	3
15713	112
15716	5
15750	235
15755	4
15758	8
15781	1
15795	12
15805	4
15810	5
15811	5
15818	4
15826	5
15838	5
15848	9
15852	4
15860	4
15863	2
15879	5
15885	8
15897	3
15898	34
15915	4
15919	4
15961	4
15977	7
16023	4
16040	5
16047	4
16079	4
16084	5
16105	224
16111	3
16116	4
16126	7
16128	4
16133	3
16140	20
16158	2
16175	6
16192	5
16208	4
16212	28
16213	24
16221	2
16235	5
16264	4
