16	4
22	3
25	2
37	4
40	45
44	4
54	12
84	8
89	4
94	201
102	3
103	2
110	3
116	5
125	6
142	15
143	9
145	1
149	4
151	5
159	4
170	12
171	4
172	4
173	7
176	4
177	4
183	11
184	3
199	4
205	7
213	4
214	3
218	23
234	4
239	12
248	3
253	2
256	8
257	56
259	6
263	29
264	8
265	38
266	35
267	21
269	7
271	13
272	4
276	6
278	5
279	2
299	9
302	35
303	62
310	3
313	5
328	20
330	18
331	7
333	4
334	1
335	3
342	9
345	117
357	6
358	90
363	23
371	4
372	3
381	80
386	2
397	3
407	130
430	3
436	4
438	4
439	6
441	5
443	10
444	4
445	5
448	57
449	20
450	119
452	1
454	99
456	37
457	16
458	232
462	97
469	2
470	92
475	2
477	5
490	3
498	2
506	4
518	7
521	18
527	4
538	57
539	5
540	5
550	4
551	195
560	3
566	4
590	5
596	5
601	4
605	3
607	4
613	1
624	4
626	5
635	107
638	5
661	4
680	4
689	3
694	2
701	4
705	2
706	1
711	2
723	5
738	4
748	5
752	7
762	3
765	90
772	1
782	8
783	2
787	8
790	4
795	10
815	4
824	2
834	3
836	8
847	3
852	4
861	4
864	3
884	4
889	5
913	2
915	7
916	4
935	147
950	5
954	15
955	2
971	5
984	4
988	2
994	5
999	28
1024	4
1027	5
1032	14
1034	4
1035	2
1047	3
1048	3
1053	4
1087	8
1092	3
1094	109
1097	50
1099	3
1108	13
1111	7
1115	7
1116	2
1119	8
1145	17
1147	4
1150	3
1151	2
1159	2
1173	2
1181	4
1184	5
1186	3
1192	5
1194	4
1232	218
1236	5
1242	5
1244	3
1248	5
1251	9
1257	2
1259	2
1260	9
1264	2
1265	5
1266	3
1271	2
1286	4
1292	8
1293	5
1302	88
1304	4
1320	9
1324	9
1325	4
1333	7
1334	5
1343	4
1351	8
1358	4
1364	4
1370	3
1379	2
1380	3
1396	4
1405	2
1409	4
1415	2
1416	9
1421	5
1423	7
1433	5
1446	5
1451	14
1453	3
1455	2
1464	4
1465	4
1482	2
1492	4
1493	4
1495	3
1500	4
1503	3
1513	2
1522	2
1523	7
1528	2
1540	4
1555	4
1560	2
1561	2
1568	209
1575	4
1581	4
1600	8
1634	3
1650	5
1653	1
1655	10
1656	242
1662	9
1663	4
1667	3
1670	14
1702	8
1706	1
1723	4
1737	4
1743	3
1749	3
1760	2
1761	5
1767	3
1768	4
1782	15
1797	8
1801	5
1809	4
1811	14
1814	4
1826	1
1831	4
1836	2
1837	2
1842	3
1853	2
1856	10
1866	6
1871	5
1874	215
1888	2
1910	4
1916	3
1917	8
1921	21
1934	3
1941	5
1954	10
1956	130
1961	2
1962	9
1975	4
1977	3
1984	9
1988	4
1991	5
1992	4
2001	2
2033	2
2035	48
2045	5
2048	5
2052	2
2059	48
2060	5
2065	3
