258	47
259	38
261	2
262	7
263	11
264	19
265	12
266	28
267	1
268	16
269	6
271	1
288	5
290	9
292	14
293	49
294	6
299	13
303	30
320	17
321	15
322	11
323	15
324	19
325	13
326	15
327	15
328	19
329	16
330	12
331	17
332	22
333	16
334	19
335	18
352	7
353	2
358	4
360	2
363	49
364	5
449	19
453	2
457	23
458	2
461	2
683	11
832	6
833	6
834	8
835	28
836	27
837	8
838	6
839	12
840	50
841	39
842	22
843	20
844	24
845	43
846	6
847	13
869	2
870	5
871	10
874	1
875	12
879	2
896	2
900	12
901	18
903	3
904	6
906	8
907	2
908	29
909	20
910	9
911	20
928	1
929	23
930	21
931	3
932	2
934	19
935	7
936	6
937	19
938	10
939	2
941	15
942	2
943	10
6102	3
6105	3
6106	1
6110	3
6128	8
6129	13
6130	3
6137	1
6138	3
6141	6
10389	3
10911	3
10964	3
11031	56
11163	58
11167	5
11251	8
11315	8
11345	3
11380	9
11415	3
11540	3
11541	38
11642	3
11668	3
11670	3
11732	4
11763	3
11764	39
11799	39
11805	3
11867	8
11902	3
11956	60
11959	62
11962	9
11986	64
11987	59
11988	59
11990	103
11991	75
12021	73
12022	139
12023	153
12025	128
12029	64
12054	128
12055	10
12063	3
12084	25
12086	15
12150	54
12151	64
12219	54
12220	44
12221	131
12240	41
12242	72
12245	47
12246	10
12247	23
12248	36
12249	36
12251	21
12252	15
12253	29
12322	3
12327	14
12395	30
12399	3
12426	23
12430	4
12449	3
12502	1
12551	1
12563	61
12572	1
12593	14
12603	4
12667	69
12680	3
12694	67
12725	51
12817	53
12884	47
13049	6
13052	2
13107	77
13188	5
13197	51
13234	52
13355	92
13451	35
13583	72
13605	1
13610	64
13888	56
13974	32
13975	44
13976	28
13980	1
14024	25
14043	68
14079	68
14107	70
14235	62
14567	67
14608	1
14615	80
14656	21
14664	1
14665	1
14670	13
14693	2
14705	15
14706	45
14707	60
14708	54
14726	5
14847	4
14872	3
14886	2
15040	74
15045	64
15054	3
15077	49
15079	62
15168	4
15185	1
15187	8
15191	64
15197	8
15251	5
15262	2
15287	13
15312	14
15317	1
15397	64
15434	65
15450	13
15608	1
15613	1
15614	64
15641	10
15677	3
15839	14
15945	3
15951	42
15962	62
15965	32
15984	13
15991	16
15992	1
15993	1
15994	57
15997	92
15998	1
16019	2
16020	39
16021	1
16027	63
16072	47
16112	2
16116	20
16118	3
16121	4
16156	1
16210	20
16218	13
16219	10
16220	1
16222	1
16223	1
16319	3
16337	1
16338	1
16342	1
16344	3
16351	2
